datadate,conm,prccd,diff
12/11/2013,INVESCO BOND FUND,17.37,-0.4200
12/12/2013,INVESCO BOND FUND,17.33,-0.1700
12/13/2013,INVESCO BOND FUND,17.29,0.1100
12/16/2013,INVESCO BOND FUND,17.33,0.1874
12/17/2013,INVESCO BOND FUND,17.48,0.1700
12/18/2013,INVESCO BOND FUND,17.5174,0.1901
12/19/2013,INVESCO BOND FUND,17.46,0.3100
12/20/2013,INVESCO BOND FUND,17.5201,0.4026
12/23/2013,INVESCO BOND FUND,17.79,0.3740
12/24/2013,INVESCO BOND FUND,17.92,0.1499
12/26/2013,INVESCO BOND FUND,17.834,-0.0500
12/27/2013,INVESCO BOND FUND,17.67,-0.2300
12/30/2013,INVESCO BOND FUND,17.74,6.1360
12/31/2013,INVESCO BOND FUND,17.69,6.3100
01/02/2013,US ECOLOGY INC,23.97,6.2900
01/03/2013,US ECOLOGY INC,23.98,5.4100
01/04/2013,US ECOLOGY INC,24.03,-0.3700
01/07/2013,US ECOLOGY INC,23.1,-0.2200
01/08/2013,US ECOLOGY INC,23.6,-0.5500
01/09/2013,US ECOLOGY INC,23.76,0.7800
01/10/2013,US ECOLOGY INC,23.48,-0.1300
01/11/2013,US ECOLOGY INC,23.88,-0.3800
01/14/2013,US ECOLOGY INC,23.47,-0.8100
01/15/2013,US ECOLOGY INC,23.38,-0.4100
01/16/2013,US ECOLOGY INC,22.67,-0.1500
01/17/2013,US ECOLOGY INC,23.47,0.3100
01/18/2013,US ECOLOGY INC,23.32,0.9000
01/22/2013,US ECOLOGY INC,23.69,0.0800
01/23/2013,US ECOLOGY INC,23.57,-0.0100
01/24/2013,US ECOLOGY INC,23.55,-0.1600
01/25/2013,US ECOLOGY INC,23.31,0.4000
01/28/2013,US ECOLOGY INC,23.53,0.1900
01/29/2013,US ECOLOGY INC,23.97,0.4500
01/30/2013,US ECOLOGY INC,23.74,0.6000
01/31/2013,US ECOLOGY INC,23.76,-0.0100
02/01/2013,US ECOLOGY INC,24.13,0.2100
02/04/2013,US ECOLOGY INC,23.96,0.1800
02/05/2013,US ECOLOGY INC,23.95,-0.2800
02/06/2013,US ECOLOGY INC,23.94,-0.3400
02/07/2013,US ECOLOGY INC,23.85,0.2600
02/08/2013,US ECOLOGY INC,23.62,0.3100
02/11/2013,US ECOLOGY INC,24.21,0.7400
02/12/2013,US ECOLOGY INC,24.25,0.8700
02/13/2013,US ECOLOGY INC,24.59,0.3800
02/14/2013,US ECOLOGY INC,24.49,0.3700
02/15/2013,US ECOLOGY INC,24.59,-0.0800
02/19/2013,US ECOLOGY INC,24.62,0.3000
02/20/2013,US ECOLOGY INC,24.51,0.8000
02/21/2013,US ECOLOGY INC,24.79,-0.0700
02/22/2013,US ECOLOGY INC,25.39,0.3000
02/25/2013,US ECOLOGY INC,24.55,-0.1400
02/26/2013,US ECOLOGY INC,24.81,-0.5200
02/27/2013,US ECOLOGY INC,24.65,0.6600
02/28/2013,US ECOLOGY INC,24.87,0.3400
03/01/2013,US ECOLOGY INC,25.21,0.6000
03/04/2013,US ECOLOGY INC,25.15,0.3200
03/05/2013,US ECOLOGY INC,25.25,-0.0600
03/06/2013,US ECOLOGY INC,25.19,-0.0800
03/07/2013,US ECOLOGY INC,25.15,-0.2600
03/08/2013,US ECOLOGY INC,25.07,-0.0100
03/11/2013,US ECOLOGY INC,24.99,0.6800
03/12/2013,US ECOLOGY INC,25.18,0.9200
03/13/2013,US ECOLOGY INC,25.83,0.9600
03/14/2013,US ECOLOGY INC,25.99,0.2500
03/15/2013,US ECOLOGY INC,25.95,-0.2100
03/18/2013,US ECOLOGY INC,25.43,0.0000
03/19/2013,US ECOLOGY INC,25.62,-0.2100
03/20/2013,US ECOLOGY INC,25.99,0.3100
03/21/2013,US ECOLOGY INC,25.74,-0.2200
03/22/2013,US ECOLOGY INC,25.74,-0.3800
03/25/2013,US ECOLOGY INC,25.4,-0.0300
03/26/2013,US ECOLOGY INC,25.61,0.8100
03/27/2013,US ECOLOGY INC,25.71,0.6900
03/28/2013,US ECOLOGY INC,26.55,0.1700
04/01/2013,US ECOLOGY INC,26.09,-0.1500
04/02/2013,US ECOLOGY INC,25.78,-0.8600
04/03/2013,US ECOLOGY INC,25.56,-0.6400
04/04/2013,US ECOLOGY INC,25.69,-0.6100
04/05/2013,US ECOLOGY INC,25.45,-0.0800
04/08/2013,US ECOLOGY INC,25.17,0.8000
04/09/2013,US ECOLOGY INC,25.48,1.3200
04/10/2013,US ECOLOGY INC,26.49,1.1000
04/11/2013,US ECOLOGY INC,26.77,0.5900
04/12/2013,US ECOLOGY INC,26.27,0.1000
04/15/2013,US ECOLOGY INC,26.07,-0.5500
04/16/2013,US ECOLOGY INC,26.59,-0.2600
04/17/2013,US ECOLOGY INC,26.22,0.6200
04/18/2013,US ECOLOGY INC,26.01,-0.6100
04/19/2013,US ECOLOGY INC,26.69,0.0600
04/22/2013,US ECOLOGY INC,25.98,0.7800
04/23/2013,US ECOLOGY INC,26.28,-0.2000
04/24/2013,US ECOLOGY INC,26.79,0.3800
04/25/2013,US ECOLOGY INC,26.49,0.4500
04/26/2013,US ECOLOGY INC,26.36,0.4100
04/29/2013,US ECOLOGY INC,26.73,0.3100
04/30/2013,US ECOLOGY INC,27.2,0.5100
05/01/2013,US ECOLOGY INC,26.8,0.2200
05/02/2013,US ECOLOGY INC,26.87,-0.0100
05/03/2013,US ECOLOGY INC,26.95,0.7000
05/06/2013,US ECOLOGY INC,27.19,0.5200
05/07/2013,US ECOLOGY INC,27.5,0.8600
05/08/2013,US ECOLOGY INC,27.39,0.6200
05/09/2013,US ECOLOGY INC,27.81,0.3800
05/10/2013,US ECOLOGY INC,27.81,1.2700
05/13/2013,US ECOLOGY INC,27.88,0.8600
05/14/2013,US ECOLOGY INC,28.66,1.1300
05/15/2013,US ECOLOGY INC,28.67,1.5000
05/16/2013,US ECOLOGY INC,28.94,0.5300
05/17/2013,US ECOLOGY INC,29.38,0.4100
05/20/2013,US ECOLOGY INC,29.19,0.1300
05/21/2013,US ECOLOGY INC,29.08,-1.5000
05/22/2013,US ECOLOGY INC,29.07,-1.1900
05/23/2013,US ECOLOGY INC,27.88,-0.4100
05/24/2013,US ECOLOGY INC,28,-1.6700
05/28/2013,US ECOLOGY INC,28.67,-0.2900
05/29/2013,US ECOLOGY INC,27.4,-0.6200
05/30/2013,US ECOLOGY INC,27.59,-0.5900
05/31/2013,US ECOLOGY INC,27.38,0.4100
06/03/2013,US ECOLOGY INC,28.08,-0.1000
06/04/2013,US ECOLOGY INC,27.81,0.6800
06/05/2013,US ECOLOGY INC,27.49,0.0200
06/06/2013,US ECOLOGY INC,28.06,0.6800
06/07/2013,US ECOLOGY INC,28.1,0.9100
06/10/2013,US ECOLOGY INC,28.49,0.4700
06/11/2013,US ECOLOGY INC,28.4,0.7000
06/12/2013,US ECOLOGY INC,28.53,-0.5400
06/13/2013,US ECOLOGY INC,28.8,0.1500
06/14/2013,US ECOLOGY INC,27.95,0.3300
06/17/2013,US ECOLOGY INC,28.55,-0.5800
06/18/2013,US ECOLOGY INC,28.86,-0.4200
06/19/2013,US ECOLOGY INC,28.22,-1.4900
06/20/2013,US ECOLOGY INC,27.53,-1.4900
06/21/2013,US ECOLOGY INC,27.06,-0.2100
06/24/2013,US ECOLOGY INC,27.37,0.1600
06/25/2013,US ECOLOGY INC,28.01,0.7900
06/26/2013,US ECOLOGY INC,27.69,0.0700
06/27/2013,US ECOLOGY INC,27.85,-0.1500
06/28/2013,US ECOLOGY INC,27.44,-0.2000
07/01/2013,US ECOLOGY INC,27.86,-0.3300
07/02/2013,US ECOLOGY INC,27.49,0.5800
07/03/2013,US ECOLOGY INC,27.52,0.5200
07/05/2013,US ECOLOGY INC,28.02,0.8900
07/08/2013,US ECOLOGY INC,28.38,0.7800
07/09/2013,US ECOLOGY INC,28.38,1.8900
07/10/2013,US ECOLOGY INC,28.3,1.1900
07/11/2013,US ECOLOGY INC,29.91,1.1700
07/12/2013,US ECOLOGY INC,29.57,1.3200
07/15/2013,US ECOLOGY INC,29.55,-0.1600
07/16/2013,US ECOLOGY INC,29.62,0.3000
07/17/2013,US ECOLOGY INC,29.75,0.4100
07/18/2013,US ECOLOGY INC,29.87,0.2800
07/19/2013,US ECOLOGY INC,29.96,0.1600
07/22/2013,US ECOLOGY INC,29.9,-0.1900
07/23/2013,US ECOLOGY INC,29.91,0.1100
07/24/2013,US ECOLOGY INC,29.68,0.2300
07/25/2013,US ECOLOGY INC,30.07,-0.1000
07/26/2013,US ECOLOGY INC,30.13,0.6900
07/29/2013,US ECOLOGY INC,29.81,0.5000
07/30/2013,US ECOLOGY INC,30.37,0.6400
07/31/2013,US ECOLOGY INC,30.57,0.4200
08/01/2013,US ECOLOGY INC,30.77,0.0900
08/02/2013,US ECOLOGY INC,30.23,-0.1500
08/05/2013,US ECOLOGY INC,30.46,-0.4200
08/06/2013,US ECOLOGY INC,30.42,0.0400
08/07/2013,US ECOLOGY INC,30.35,0.0300
08/08/2013,US ECOLOGY INC,30.27,-0.3900
08/09/2013,US ECOLOGY INC,30.49,-0.2800
08/12/2013,US ECOLOGY INC,30.03,-0.6400
08/13/2013,US ECOLOGY INC,30.07,-1.5200
08/14/2013,US ECOLOGY INC,29.63,-1.0400
08/15/2013,US ECOLOGY INC,28.97,-0.9000
08/16/2013,US ECOLOGY INC,28.99,0.0700
08/19/2013,US ECOLOGY INC,29.17,0.3500
08/20/2013,US ECOLOGY INC,29.7,0.6800
08/21/2013,US ECOLOGY INC,29.32,0.4600
08/22/2013,US ECOLOGY INC,29.67,-0.1300
08/23/2013,US ECOLOGY INC,29.63,-0.5800
08/26/2013,US ECOLOGY INC,29.57,-0.9100
08/27/2013,US ECOLOGY INC,28.74,-0.9600
08/28/2013,US ECOLOGY INC,28.76,-1.4800
08/29/2013,US ECOLOGY INC,28.67,-0.4000
08/30/2013,US ECOLOGY INC,28.09,-0.5500
09/03/2013,US ECOLOGY INC,28.34,-0.4300
09/04/2013,US ECOLOGY INC,28.21,-0.1200
09/05/2013,US ECOLOGY INC,28.24,-0.3200
09/06/2013,US ECOLOGY INC,27.97,-0.0600
09/09/2013,US ECOLOGY INC,28.02,-0.2100
09/10/2013,US ECOLOGY INC,28.15,0.4300
09/11/2013,US ECOLOGY INC,28.03,0.7400
09/12/2013,US ECOLOGY INC,28.4,1.1900
09/13/2013,US ECOLOGY INC,28.76,1.5300
09/16/2013,US ECOLOGY INC,29.34,1.6900
09/17/2013,US ECOLOGY INC,29.56,0.5100
09/18/2013,US ECOLOGY INC,30.09,0.6100
09/19/2013,US ECOLOGY INC,29.27,0.6900
09/20/2013,US ECOLOGY INC,29.95,0.1000
09/23/2013,US ECOLOGY INC,30.25,0.7600
09/24/2013,US ECOLOGY INC,30.19,0.3000
09/25/2013,US ECOLOGY INC,30.03,-0.1600
09/26/2013,US ECOLOGY INC,30.25,-0.0600
09/27/2013,US ECOLOGY INC,30.09,0.0900
09/30/2013,US ECOLOGY INC,30.13,0.5100
10/01/2013,US ECOLOGY INC,30.12,0.3900
10/02/2013,US ECOLOGY INC,30.76,0.3300
10/03/2013,US ECOLOGY INC,30.48,-0.1500
10/04/2013,US ECOLOGY INC,30.46,-1.2300
10/07/2013,US ECOLOGY INC,29.97,-1.6000
10/08/2013,US ECOLOGY INC,29.53,-1.2900
10/09/2013,US ECOLOGY INC,28.88,0.9300
10/10/2013,US ECOLOGY INC,29.17,1.3000
10/11/2013,US ECOLOGY INC,30.9,1.8400
10/14/2013,US ECOLOGY INC,30.83,1.7100
10/15/2013,US ECOLOGY INC,30.72,0.3700
10/16/2013,US ECOLOGY INC,30.88,1.1300
10/17/2013,US ECOLOGY INC,31.27,1.5300
10/18/2013,US ECOLOGY INC,31.96,1.7700
10/21/2013,US ECOLOGY INC,32.25,1.4200
10/22/2013,US ECOLOGY INC,32.65,1.0900
10/23/2013,US ECOLOGY INC,32.69,1.0600
10/24/2013,US ECOLOGY INC,33.05,0.1400
10/25/2013,US ECOLOGY INC,33.31,4.4300
10/28/2013,US ECOLOGY INC,32.79,2.9500
10/29/2013,US ECOLOGY INC,37.12,2.2400
10/30/2013,US ECOLOGY INC,36,2.8200
10/31/2013,US ECOLOGY INC,35.55,-2.4300
11/01/2013,US ECOLOGY INC,35.61,-1.5300
11/04/2013,US ECOLOGY INC,34.69,-1.1100
11/05/2013,US ECOLOGY INC,34.47,-1.8700
11/06/2013,US ECOLOGY INC,34.44,0.1300
11/07/2013,US ECOLOGY INC,33.74,0.2100
11/08/2013,US ECOLOGY INC,34.82,0.9300
11/11/2013,US ECOLOGY INC,34.68,2.0400
11/12/2013,US ECOLOGY INC,35.37,0.7800
11/13/2013,US ECOLOGY INC,35.78,1.2100
11/14/2013,US ECOLOGY INC,35.6,0.6600
11/15/2013,US ECOLOGY INC,35.89,0.2000
11/18/2013,US ECOLOGY INC,36.03,0.3200
11/19/2013,US ECOLOGY INC,35.98,1.1400
11/20/2013,US ECOLOGY INC,35.92,1.6000
11/21/2013,US ECOLOGY INC,37.03,1.2000
11/22/2013,US ECOLOGY INC,37.63,1.7500
11/25/2013,US ECOLOGY INC,37.18,1.4400
11/26/2013,US ECOLOGY INC,37.67,0.8500
11/27/2013,US ECOLOGY INC,38.47,-0.7600
11/29/2013,US ECOLOGY INC,38.48,-1.5300
12/02/2013,US ECOLOGY INC,36.42,-3.8000
12/03/2013,US ECOLOGY INC,36.14,-4.2100
12/04/2013,US ECOLOGY INC,34.67,-1.4300
12/05/2013,US ECOLOGY INC,34.27,-0.7300
12/06/2013,US ECOLOGY INC,34.99,1.0200
12/09/2013,US ECOLOGY INC,35.41,1.7300
12/10/2013,US ECOLOGY INC,35.69,1.5000
12/11/2013,US ECOLOGY INC,36,1.1100
12/12/2013,US ECOLOGY INC,36.49,1.3800
12/13/2013,US ECOLOGY INC,36.52,0.5600
12/16/2013,US ECOLOGY INC,37.07,0.3500
12/17/2013,US ECOLOGY INC,36.56,0.0400
12/18/2013,US ECOLOGY INC,36.84,-0.1700
12/19/2013,US ECOLOGY INC,36.56,0.5300
12/20/2013,US ECOLOGY INC,36.9,0.2300
12/23/2013,US ECOLOGY INC,37.09,0.4700
12/24/2013,US ECOLOGY INC,37.07,0.0000
12/26/2013,US ECOLOGY INC,37.03,-0.1500
12/27/2013,US ECOLOGY INC,36.9,0.0320
12/30/2013,US ECOLOGY INC,36.94,6.6200
12/31/2013,US ECOLOGY INC,37.102,6.7200
01/02/2013,AMERICAN ELECTRIC POWER CO,43.65,6.6100
01/03/2013,AMERICAN ELECTRIC POWER CO,43.62,6.2680
01/04/2013,AMERICAN ELECTRIC POWER CO,43.55,-0.5000
01/07/2013,AMERICAN ELECTRIC POWER CO,43.37,-0.4600
01/08/2013,AMERICAN ELECTRIC POWER CO,43.15,0.0000
01/09/2013,AMERICAN ELECTRIC POWER CO,43.16,-0.1300
01/10/2013,AMERICAN ELECTRIC POWER CO,43.55,0.0900
01/11/2013,AMERICAN ELECTRIC POWER CO,43.24,0.0000
01/14/2013,AMERICAN ELECTRIC POWER CO,43.24,-0.4300
01/15/2013,AMERICAN ELECTRIC POWER CO,43.16,-0.0400
01/16/2013,AMERICAN ELECTRIC POWER CO,43.12,0.2700
01/17/2013,AMERICAN ELECTRIC POWER CO,43.2,0.8600
01/18/2013,AMERICAN ELECTRIC POWER CO,43.51,0.9800
01/22/2013,AMERICAN ELECTRIC POWER CO,44.02,0.9900
01/23/2013,AMERICAN ELECTRIC POWER CO,44.1,0.9500
01/24/2013,AMERICAN ELECTRIC POWER CO,44.19,0.4700
01/25/2013,AMERICAN ELECTRIC POWER CO,44.46,0.9200
01/28/2013,AMERICAN ELECTRIC POWER CO,44.49,0.9200
01/29/2013,AMERICAN ELECTRIC POWER CO,45.02,0.8300
01/30/2013,AMERICAN ELECTRIC POWER CO,45.11,0.7500
01/31/2013,AMERICAN ELECTRIC POWER CO,45.29,-0.0200
02/01/2013,AMERICAN ELECTRIC POWER CO,45.24,-0.2600
02/04/2013,AMERICAN ELECTRIC POWER CO,45,-0.7100
02/05/2013,AMERICAN ELECTRIC POWER CO,44.85,-0.7400
02/06/2013,AMERICAN ELECTRIC POWER CO,44.58,-0.4300
02/07/2013,AMERICAN ELECTRIC POWER CO,44.5,-0.1200
02/08/2013,AMERICAN ELECTRIC POWER CO,44.57,0.3200
02/11/2013,AMERICAN ELECTRIC POWER CO,44.73,0.4300
02/12/2013,AMERICAN ELECTRIC POWER CO,44.9,0.2000
02/13/2013,AMERICAN ELECTRIC POWER CO,44.93,0.4000
02/14/2013,AMERICAN ELECTRIC POWER CO,44.77,0.6600
02/15/2013,AMERICAN ELECTRIC POWER CO,45.13,0.6400
02/19/2013,AMERICAN ELECTRIC POWER CO,45.56,0.5900
02/20/2013,AMERICAN ELECTRIC POWER CO,45.57,1.0500
02/21/2013,AMERICAN ELECTRIC POWER CO,45.36,0.1200
02/22/2013,AMERICAN ELECTRIC POWER CO,46.18,0.7600
02/25/2013,AMERICAN ELECTRIC POWER CO,45.68,1.3000
02/26/2013,AMERICAN ELECTRIC POWER CO,46.33,0.6100
02/27/2013,AMERICAN ELECTRIC POWER CO,46.66,1.0300
02/28/2013,AMERICAN ELECTRIC POWER CO,46.79,1.1300
03/01/2013,AMERICAN ELECTRIC POWER CO,46.71,1.0000
03/04/2013,AMERICAN ELECTRIC POWER CO,47.46,0.8700
03/05/2013,AMERICAN ELECTRIC POWER CO,47.66,0.6800
03/06/2013,AMERICAN ELECTRIC POWER CO,47.66,0.0300
03/07/2013,AMERICAN ELECTRIC POWER CO,47.39,-0.2800
03/08/2013,AMERICAN ELECTRIC POWER CO,47.49,-0.3700
03/11/2013,AMERICAN ELECTRIC POWER CO,47.38,0.0500
03/12/2013,AMERICAN ELECTRIC POWER CO,47.29,0.1900
03/13/2013,AMERICAN ELECTRIC POWER CO,47.44,0.5200
03/14/2013,AMERICAN ELECTRIC POWER CO,47.68,0.4000
03/15/2013,AMERICAN ELECTRIC POWER CO,47.9,0.2600
03/18/2013,AMERICAN ELECTRIC POWER CO,47.69,0.3800
03/19/2013,AMERICAN ELECTRIC POWER CO,47.7,-0.2700
03/20/2013,AMERICAN ELECTRIC POWER CO,48.06,0.1700
03/21/2013,AMERICAN ELECTRIC POWER CO,47.63,-0.0400
03/22/2013,AMERICAN ELECTRIC POWER CO,47.86,-0.0300
03/25/2013,AMERICAN ELECTRIC POWER CO,47.66,0.5200
03/26/2013,AMERICAN ELECTRIC POWER CO,48.03,0.7700
03/27/2013,AMERICAN ELECTRIC POWER CO,48.15,0.8400
03/28/2013,AMERICAN ELECTRIC POWER CO,48.63,0.3100
04/01/2013,AMERICAN ELECTRIC POWER CO,48.5,-0.0500
04/02/2013,AMERICAN ELECTRIC POWER CO,48.34,0.0300
04/03/2013,AMERICAN ELECTRIC POWER CO,48.1,0.2100
04/04/2013,AMERICAN ELECTRIC POWER CO,48.66,0.8900
04/05/2013,AMERICAN ELECTRIC POWER CO,48.71,0.9000
04/08/2013,AMERICAN ELECTRIC POWER CO,49.23,0.9800
04/09/2013,AMERICAN ELECTRIC POWER CO,49,1.2200
04/10/2013,AMERICAN ELECTRIC POWER CO,49.64,0.7500
04/11/2013,AMERICAN ELECTRIC POWER CO,49.93,0.0700
04/12/2013,AMERICAN ELECTRIC POWER CO,49.98,-0.1000
04/15/2013,AMERICAN ELECTRIC POWER CO,49.07,-0.5600
04/16/2013,AMERICAN ELECTRIC POWER CO,49.54,-0.5000
04/17/2013,AMERICAN ELECTRIC POWER CO,49.37,0.8700
04/18/2013,AMERICAN ELECTRIC POWER CO,49.48,0.8300
04/19/2013,AMERICAN ELECTRIC POWER CO,49.94,1.2700
04/22/2013,AMERICAN ELECTRIC POWER CO,50.37,1.4200
04/23/2013,AMERICAN ELECTRIC POWER CO,50.64,0.8200
04/24/2013,AMERICAN ELECTRIC POWER CO,50.9,0.1700
04/25/2013,AMERICAN ELECTRIC POWER CO,50.76,0.6700
04/26/2013,AMERICAN ELECTRIC POWER CO,50.54,0.5300
04/29/2013,AMERICAN ELECTRIC POWER CO,51.31,0.4700
04/30/2013,AMERICAN ELECTRIC POWER CO,51.43,0.6300
05/01/2013,AMERICAN ELECTRIC POWER CO,51.23,-0.2300
05/02/2013,AMERICAN ELECTRIC POWER CO,51.17,-0.9700
05/03/2013,AMERICAN ELECTRIC POWER CO,51.08,-0.1600
05/06/2013,AMERICAN ELECTRIC POWER CO,50.46,-1.0500
05/07/2013,AMERICAN ELECTRIC POWER CO,51.07,-2.2500
05/08/2013,AMERICAN ELECTRIC POWER CO,50.12,-1.6400
05/09/2013,AMERICAN ELECTRIC POWER CO,48.83,-2.4000
05/10/2013,AMERICAN ELECTRIC POWER CO,48.82,-1.2500
05/13/2013,AMERICAN ELECTRIC POWER CO,48.67,0.5800
05/14/2013,AMERICAN ELECTRIC POWER CO,48.87,0.2300
05/15/2013,AMERICAN ELECTRIC POWER CO,49.41,0.9700
05/16/2013,AMERICAN ELECTRIC POWER CO,49.05,0.6000
05/17/2013,AMERICAN ELECTRIC POWER CO,49.64,-0.0500
05/20/2013,AMERICAN ELECTRIC POWER CO,49.47,-0.4600
05/21/2013,AMERICAN ELECTRIC POWER CO,49.36,-1.3600
05/22/2013,AMERICAN ELECTRIC POWER CO,48.59,-1.7600
05/23/2013,AMERICAN ELECTRIC POWER CO,48.28,-2.8000
05/24/2013,AMERICAN ELECTRIC POWER CO,47.71,-2.4000
05/28/2013,AMERICAN ELECTRIC POWER CO,46.56,-2.1900
05/29/2013,AMERICAN ELECTRIC POWER CO,46.19,-1.8900
05/30/2013,AMERICAN ELECTRIC POWER CO,46.09,-0.4200
05/31/2013,AMERICAN ELECTRIC POWER CO,45.82,-0.1400
06/03/2013,AMERICAN ELECTRIC POWER CO,46.14,-0.4800
06/04/2013,AMERICAN ELECTRIC POWER CO,46.05,-0.1500
06/05/2013,AMERICAN ELECTRIC POWER CO,45.61,0.0100
06/06/2013,AMERICAN ELECTRIC POWER CO,45.67,-0.1400
06/07/2013,AMERICAN ELECTRIC POWER CO,46.15,-0.2500
06/10/2013,AMERICAN ELECTRIC POWER CO,45.91,-0.4700
06/11/2013,AMERICAN ELECTRIC POWER CO,45.36,-0.2300
06/12/2013,AMERICAN ELECTRIC POWER CO,45.2,-0.4000
06/13/2013,AMERICAN ELECTRIC POWER CO,45.92,0.2100
06/14/2013,AMERICAN ELECTRIC POWER CO,45.51,0.7000
06/17/2013,AMERICAN ELECTRIC POWER CO,45.57,-1.1300
06/18/2013,AMERICAN ELECTRIC POWER CO,45.9,-2.3200
06/19/2013,AMERICAN ELECTRIC POWER CO,44.79,-1.7900
06/20/2013,AMERICAN ELECTRIC POWER CO,43.19,-2.3300
06/21/2013,AMERICAN ELECTRIC POWER CO,43.78,-0.8800
06/24/2013,AMERICAN ELECTRIC POWER CO,43.57,1.4100
06/25/2013,AMERICAN ELECTRIC POWER CO,43.91,0.7000
06/26/2013,AMERICAN ELECTRIC POWER CO,44.6,1.2100
06/27/2013,AMERICAN ELECTRIC POWER CO,44.48,0.5600
06/28/2013,AMERICAN ELECTRIC POWER CO,44.78,-0.1200
07/01/2013,AMERICAN ELECTRIC POWER CO,44.47,-0.0200
07/02/2013,AMERICAN ELECTRIC POWER CO,44.48,-0.5000
07/03/2013,AMERICAN ELECTRIC POWER CO,44.46,0.1000
07/05/2013,AMERICAN ELECTRIC POWER CO,44.28,0.0900
07/08/2013,AMERICAN ELECTRIC POWER CO,44.57,0.9600
07/09/2013,AMERICAN ELECTRIC POWER CO,44.57,1.9600
07/10/2013,AMERICAN ELECTRIC POWER CO,45.42,1.9800
07/11/2013,AMERICAN ELECTRIC POWER CO,46.24,2.9300
07/12/2013,AMERICAN ELECTRIC POWER CO,46.55,1.8100
07/15/2013,AMERICAN ELECTRIC POWER CO,47.5,0.8500
07/16/2013,AMERICAN ELECTRIC POWER CO,47.23,0.6700
07/17/2013,AMERICAN ELECTRIC POWER CO,47.09,-0.3600
07/18/2013,AMERICAN ELECTRIC POWER CO,47.22,-0.1400
07/19/2013,AMERICAN ELECTRIC POWER CO,47.14,0.0100
07/22/2013,AMERICAN ELECTRIC POWER CO,47.09,-0.8400
07/23/2013,AMERICAN ELECTRIC POWER CO,47.1,-1.3300
07/24/2013,AMERICAN ELECTRIC POWER CO,46.38,-0.6200
07/25/2013,AMERICAN ELECTRIC POWER CO,45.81,-0.4000
07/26/2013,AMERICAN ELECTRIC POWER CO,46.47,0.1700
07/29/2013,AMERICAN ELECTRIC POWER CO,46.7,0.5400
07/30/2013,AMERICAN ELECTRIC POWER CO,46.55,0.0800
07/31/2013,AMERICAN ELECTRIC POWER CO,46.35,-0.1200
08/01/2013,AMERICAN ELECTRIC POWER CO,46.55,-0.1600
08/02/2013,AMERICAN ELECTRIC POWER CO,46.58,-0.5600
08/05/2013,AMERICAN ELECTRIC POWER CO,46.39,-1.0800
08/06/2013,AMERICAN ELECTRIC POWER CO,45.79,-1.0600
08/07/2013,AMERICAN ELECTRIC POWER CO,45.47,-1.3900
08/08/2013,AMERICAN ELECTRIC POWER CO,45.52,-1.1000
08/09/2013,AMERICAN ELECTRIC POWER CO,45,-1.1600
08/12/2013,AMERICAN ELECTRIC POWER CO,44.69,-1.1500
08/13/2013,AMERICAN ELECTRIC POWER CO,44.31,-1.2200
08/14/2013,AMERICAN ELECTRIC POWER CO,44.37,-1.3800
08/15/2013,AMERICAN ELECTRIC POWER CO,43.78,-1.6300
08/16/2013,AMERICAN ELECTRIC POWER CO,43.31,-1.5500
08/19/2013,AMERICAN ELECTRIC POWER CO,42.68,-1.4100
08/20/2013,AMERICAN ELECTRIC POWER CO,42.82,-0.6200
08/21/2013,AMERICAN ELECTRIC POWER CO,42.37,0.4800
08/22/2013,AMERICAN ELECTRIC POWER CO,42.69,-0.1700
08/23/2013,AMERICAN ELECTRIC POWER CO,43.16,0.4000
08/26/2013,AMERICAN ELECTRIC POWER CO,42.65,0.3200
08/27/2013,AMERICAN ELECTRIC POWER CO,42.77,-0.4700
08/28/2013,AMERICAN ELECTRIC POWER CO,43.01,0.1500
08/29/2013,AMERICAN ELECTRIC POWER CO,42.69,-0.6100
08/30/2013,AMERICAN ELECTRIC POWER CO,42.8,-0.8000
09/03/2013,AMERICAN ELECTRIC POWER CO,42.16,-0.5500
09/04/2013,AMERICAN ELECTRIC POWER CO,42.21,-0.2400
09/05/2013,AMERICAN ELECTRIC POWER CO,42.14,0.5100
09/06/2013,AMERICAN ELECTRIC POWER CO,42.56,0.6800
09/09/2013,AMERICAN ELECTRIC POWER CO,42.67,0.0700
09/10/2013,AMERICAN ELECTRIC POWER CO,42.89,-0.6400
09/11/2013,AMERICAN ELECTRIC POWER CO,42.21,-0.0500
09/12/2013,AMERICAN ELECTRIC POWER CO,41.92,-0.0700
09/13/2013,AMERICAN ELECTRIC POWER CO,42.62,0.9900
09/16/2013,AMERICAN ELECTRIC POWER CO,42.82,2.8900
09/17/2013,AMERICAN ELECTRIC POWER CO,43.2,2.0500
09/18/2013,AMERICAN ELECTRIC POWER CO,44.81,0.9100
09/19/2013,AMERICAN ELECTRIC POWER CO,44.67,1.1300
09/20/2013,AMERICAN ELECTRIC POWER CO,43.73,-0.6000
09/23/2013,AMERICAN ELECTRIC POWER CO,44.33,-0.8800
09/24/2013,AMERICAN ELECTRIC POWER CO,44.21,-0.0900
09/25/2013,AMERICAN ELECTRIC POWER CO,43.79,-0.8900
09/26/2013,AMERICAN ELECTRIC POWER CO,43.64,-0.8600
09/27/2013,AMERICAN ELECTRIC POWER CO,43.44,-0.0700
09/30/2013,AMERICAN ELECTRIC POWER CO,43.35,0.2400
