datadate,conm,prccd,diff
12/20/2013,ARROW ELECTRONICS INC,52.95,1.1500
12/23/2013,ARROW ELECTRONICS INC,52.99,1.3700
12/24/2013,ARROW ELECTRONICS INC,53.44,0.4100
12/26/2013,ARROW ELECTRONICS INC,53.2,0.6200
12/27/2013,ARROW ELECTRONICS INC,53.36,0.8100
12/30/2013,ARROW ELECTRONICS INC,53.61,-47.4200
12/31/2013,ARROW ELECTRONICS INC,54.25,-47.3855
01/02/2013,ARTS WAY MFG INC,5.78,-47.3700
01/03/2013,ARTS WAY MFG INC,5.9745,-47.7600
01/04/2013,ARTS WAY MFG INC,6.24,0.8000
01/07/2013,ARTS WAY MFG INC,6.49,0.6355
01/08/2013,ARTS WAY MFG INC,6.58,0.6600
01/09/2013,ARTS WAY MFG INC,6.61,0.3400
01/10/2013,ARTS WAY MFG INC,6.9,0.7200
01/11/2013,ARTS WAY MFG INC,6.83,0.8500
01/14/2013,ARTS WAY MFG INC,7.3,0.2800
01/15/2013,ARTS WAY MFG INC,7.46,0.2200
01/16/2013,ARTS WAY MFG INC,7.18,-0.2701
01/17/2013,ARTS WAY MFG INC,7.05,-0.5100
01/18/2013,ARTS WAY MFG INC,7.0299,-0.4800
01/22/2013,ARTS WAY MFG INC,6.95,-0.2300
01/23/2013,ARTS WAY MFG INC,6.7,-0.3198
01/24/2013,ARTS WAY MFG INC,6.82,-0.4600
01/25/2013,ARTS WAY MFG INC,6.7101,0.0200
01/28/2013,ARTS WAY MFG INC,6.49,-0.0699
01/29/2013,ARTS WAY MFG INC,6.72,0.1399
01/30/2013,ARTS WAY MFG INC,6.7501,0.7000
01/31/2013,ARTS WAY MFG INC,6.85,0.4700
02/01/2013,ARTS WAY MFG INC,7.19,0.2299
02/04/2013,ARTS WAY MFG INC,7.19,0.1000
02/05/2013,ARTS WAY MFG INC,6.98,-0.1900
02/06/2013,ARTS WAY MFG INC,6.95,-0.0900
02/07/2013,ARTS WAY MFG INC,7,0.1190
02/08/2013,ARTS WAY MFG INC,7.1,0.1690
02/11/2013,ARTS WAY MFG INC,7.099,0.0500
02/12/2013,ARTS WAY MFG INC,7.119,-0.0415
02/13/2013,ARTS WAY MFG INC,7.05,-0.0090
02/14/2013,ARTS WAY MFG INC,7.0585,-0.0190
02/15/2013,ARTS WAY MFG INC,7.09,0.0399
02/19/2013,ARTS WAY MFG INC,7.1,-0.3085
02/20/2013,ARTS WAY MFG INC,7.0899,-0.3400
02/21/2013,ARTS WAY MFG INC,6.75,-0.3000
02/22/2013,ARTS WAY MFG INC,6.75,-0.2299
02/25/2013,ARTS WAY MFG INC,6.8,0.0500
02/26/2013,ARTS WAY MFG INC,6.86,-0.0220
02/27/2013,ARTS WAY MFG INC,6.8,-0.3000
02/28/2013,ARTS WAY MFG INC,6.728,-0.4600
03/01/2013,ARTS WAY MFG INC,6.5,-0.3101
03/04/2013,ARTS WAY MFG INC,6.4,-0.3145
03/05/2013,ARTS WAY MFG INC,6.4899,-0.1000
03/06/2013,ARTS WAY MFG INC,6.4135,0.0800
03/07/2013,ARTS WAY MFG INC,6.4,-0.0400
03/08/2013,ARTS WAY MFG INC,6.48,0.0738
03/11/2013,ARTS WAY MFG INC,6.4499,0.1000
03/12/2013,ARTS WAY MFG INC,6.4873,-0.0800
03/13/2013,ARTS WAY MFG INC,6.5,0.1401
03/14/2013,ARTS WAY MFG INC,6.4,-0.0373
03/15/2013,ARTS WAY MFG INC,6.59,-0.1200
03/18/2013,ARTS WAY MFG INC,6.45,-0.1000
03/19/2013,ARTS WAY MFG INC,6.38,-0.2900
03/20/2013,ARTS WAY MFG INC,6.3,-0.1500
03/21/2013,ARTS WAY MFG INC,6.3,-0.0300
03/22/2013,ARTS WAY MFG INC,6.3,0.1920
03/25/2013,ARTS WAY MFG INC,6.35,0.0500
03/26/2013,ARTS WAY MFG INC,6.492,0.0600
03/27/2013,ARTS WAY MFG INC,6.35,0.0800
03/28/2013,ARTS WAY MFG INC,6.36,-0.1719
04/01/2013,ARTS WAY MFG INC,6.43,-0.0299
04/02/2013,ARTS WAY MFG INC,6.3201,-0.0748
04/03/2013,ARTS WAY MFG INC,6.3201,-0.0300
04/04/2013,ARTS WAY MFG INC,6.2852,0.1098
04/05/2013,ARTS WAY MFG INC,6.4,-0.1101
04/08/2013,ARTS WAY MFG INC,6.4299,0.0748
04/09/2013,ARTS WAY MFG INC,6.21,-0.0999
04/10/2013,ARTS WAY MFG INC,6.36,-0.1059
04/11/2013,ARTS WAY MFG INC,6.3001,-0.3600
04/12/2013,ARTS WAY MFG INC,6.324,-0.5800
04/15/2013,ARTS WAY MFG INC,5.85,-0.1401
04/16/2013,ARTS WAY MFG INC,5.78,-0.2540
04/17/2013,ARTS WAY MFG INC,6.16,0.3315
04/18/2013,ARTS WAY MFG INC,6.07,0.2200
04/19/2013,ARTS WAY MFG INC,6.1815,0.0400
04/22/2013,ARTS WAY MFG INC,6,0.1500
04/23/2013,ARTS WAY MFG INC,6.2,0.2185
04/24/2013,ARTS WAY MFG INC,6.22,0.3700
04/25/2013,ARTS WAY MFG INC,6.4,0.1700
04/26/2013,ARTS WAY MFG INC,6.37,-0.0500
04/29/2013,ARTS WAY MFG INC,6.37,-0.5400
04/30/2013,ARTS WAY MFG INC,6.17,-0.4400
05/01/2013,ARTS WAY MFG INC,5.86,-0.3800
05/02/2013,ARTS WAY MFG INC,5.93,-0.1500
05/03/2013,ARTS WAY MFG INC,5.99,0.3000
05/06/2013,ARTS WAY MFG INC,6.02,0.2904
05/07/2013,ARTS WAY MFG INC,6.16,0.8600
05/08/2013,ARTS WAY MFG INC,6.2204,0.8800
05/09/2013,ARTS WAY MFG INC,6.85,0.8973
05/10/2013,ARTS WAY MFG INC,6.9,1.4296
05/13/2013,ARTS WAY MFG INC,7.0573,0.9400
05/14/2013,ARTS WAY MFG INC,7.65,1.1000
05/15/2013,ARTS WAY MFG INC,7.79,1.0827
05/16/2013,ARTS WAY MFG INC,8,0.7000
05/17/2013,ARTS WAY MFG INC,8.14,-0.0400
05/20/2013,ARTS WAY MFG INC,8.35,-0.3400
05/21/2013,ARTS WAY MFG INC,7.75,-0.4900
05/22/2013,ARTS WAY MFG INC,7.66,-0.8000
05/23/2013,ARTS WAY MFG INC,7.65,-0.0400
05/24/2013,ARTS WAY MFG INC,7.55,-0.1500
05/28/2013,ARTS WAY MFG INC,7.71,0.0070
05/29/2013,ARTS WAY MFG INC,7.51,-0.1200
05/30/2013,ARTS WAY MFG INC,7.657,-0.1700
05/31/2013,ARTS WAY MFG INC,7.43,0.0500
06/03/2013,ARTS WAY MFG INC,7.54,-0.2070
06/04/2013,ARTS WAY MFG INC,7.56,0.1499
06/05/2013,ARTS WAY MFG INC,7.45,0.0600
06/06/2013,ARTS WAY MFG INC,7.5799,0.0800
06/07/2013,ARTS WAY MFG INC,7.6,0.0100
06/10/2013,ARTS WAY MFG INC,7.64,-0.1399
06/11/2013,ARTS WAY MFG INC,7.46,0.0000
06/12/2013,ARTS WAY MFG INC,7.44,-0.0900
06/13/2013,ARTS WAY MFG INC,7.6,0.1400
06/14/2013,ARTS WAY MFG INC,7.55,0.1200
06/17/2013,ARTS WAY MFG INC,7.6,-0.0700
06/18/2013,ARTS WAY MFG INC,7.56,-0.1000
06/19/2013,ARTS WAY MFG INC,7.53,-0.1100
06/20/2013,ARTS WAY MFG INC,7.45,-0.2600
06/21/2013,ARTS WAY MFG INC,7.49,-0.2100
06/24/2013,ARTS WAY MFG INC,7.3,-0.1300
06/25/2013,ARTS WAY MFG INC,7.32,-0.0900
06/26/2013,ARTS WAY MFG INC,7.32,0.3500
06/27/2013,ARTS WAY MFG INC,7.4,0.0600
06/28/2013,ARTS WAY MFG INC,7.65,0.1200
07/01/2013,ARTS WAY MFG INC,7.38,0.1000
07/02/2013,ARTS WAY MFG INC,7.44,-0.0140
07/03/2013,ARTS WAY MFG INC,7.5,0.1801
07/05/2013,ARTS WAY MFG INC,7.636,0.2000
07/08/2013,ARTS WAY MFG INC,7.5601,0.0700
07/09/2013,ARTS WAY MFG INC,7.64,0.0740
07/10/2013,ARTS WAY MFG INC,7.57,0.0099
07/11/2013,ARTS WAY MFG INC,7.71,-1.0400
07/12/2013,ARTS WAY MFG INC,7.57,-0.7700
07/15/2013,ARTS WAY MFG INC,6.6,-0.7560
07/16/2013,ARTS WAY MFG INC,6.8,-0.6610
07/17/2013,ARTS WAY MFG INC,6.954,0.2601
07/18/2013,ARTS WAY MFG INC,6.909,0.0000
07/19/2013,ARTS WAY MFG INC,6.8601,-0.1040
07/22/2013,ARTS WAY MFG INC,6.8,-0.0290
07/23/2013,ARTS WAY MFG INC,6.85,0.1599
07/24/2013,ARTS WAY MFG INC,6.88,0.0400
07/25/2013,ARTS WAY MFG INC,7.02,0.0500
07/26/2013,ARTS WAY MFG INC,6.84,-0.0200
07/29/2013,ARTS WAY MFG INC,6.9,-0.0100
07/30/2013,ARTS WAY MFG INC,6.86,0.0600
07/31/2013,ARTS WAY MFG INC,7.01,0.1000
08/01/2013,ARTS WAY MFG INC,6.9,0.1400
08/02/2013,ARTS WAY MFG INC,7,-0.0500
08/05/2013,ARTS WAY MFG INC,7,0.1000
08/06/2013,ARTS WAY MFG INC,6.96,0.0500
08/07/2013,ARTS WAY MFG INC,7,-0.0400
08/08/2013,ARTS WAY MFG INC,7.05,0.1200
08/09/2013,ARTS WAY MFG INC,6.96,0.0000
08/12/2013,ARTS WAY MFG INC,7.08,0.0500
08/13/2013,ARTS WAY MFG INC,7,0.1400
08/14/2013,ARTS WAY MFG INC,7.1,-0.0800
08/15/2013,ARTS WAY MFG INC,7.1,-0.1300
08/16/2013,ARTS WAY MFG INC,7,-0.1100
08/19/2013,ARTS WAY MFG INC,6.87,-0.2099
08/20/2013,ARTS WAY MFG INC,6.99,0.0200
08/21/2013,ARTS WAY MFG INC,6.8901,0.1800
08/22/2013,ARTS WAY MFG INC,7.02,0.1099
08/23/2013,ARTS WAY MFG INC,7.05,0.1099
08/26/2013,ARTS WAY MFG INC,7.0999,-0.0700
08/27/2013,ARTS WAY MFG INC,7,-0.0500
08/28/2013,ARTS WAY MFG INC,6.95,-0.0899
08/29/2013,ARTS WAY MFG INC,7,0.0000
08/30/2013,ARTS WAY MFG INC,7.01,0.0980
09/03/2013,ARTS WAY MFG INC,7,0.0500
09/04/2013,ARTS WAY MFG INC,7.048,0.0000
09/05/2013,ARTS WAY MFG INC,7.05,0.0100
09/06/2013,ARTS WAY MFG INC,7.01,-0.1580
09/09/2013,ARTS WAY MFG INC,7.01,-0.0500
09/10/2013,ARTS WAY MFG INC,6.89,-0.0100
09/11/2013,ARTS WAY MFG INC,7,0.0001
09/12/2013,ARTS WAY MFG INC,7,0.1500
09/13/2013,ARTS WAY MFG INC,7.0101,-0.0500
09/16/2013,ARTS WAY MFG INC,7.04,-0.0100
09/17/2013,ARTS WAY MFG INC,6.95,-0.0091
09/18/2013,ARTS WAY MFG INC,6.99,-0.0100
09/19/2013,ARTS WAY MFG INC,7.001,0.1500
09/20/2013,ARTS WAY MFG INC,7.03,0.1100
09/23/2013,ARTS WAY MFG INC,7.1,0.0090
09/24/2013,ARTS WAY MFG INC,7.1,0.0000
09/25/2013,ARTS WAY MFG INC,7.01,-0.0101
09/26/2013,ARTS WAY MFG INC,7.03,-0.1500
09/27/2013,ARTS WAY MFG INC,7.0899,-0.1000
09/30/2013,ARTS WAY MFG INC,6.95,-0.1300
10/01/2013,ARTS WAY MFG INC,6.91,-0.1899
10/02/2013,ARTS WAY MFG INC,6.9,-0.1000
10/03/2013,ARTS WAY MFG INC,6.9,-0.1100
10/04/2013,ARTS WAY MFG INC,6.85,-0.0300
10/07/2013,ARTS WAY MFG INC,6.8,-0.0220
10/08/2013,ARTS WAY MFG INC,6.87,0.0700
10/09/2013,ARTS WAY MFG INC,6.878,0.1000
10/10/2013,ARTS WAY MFG INC,6.92,-0.8700
10/11/2013,ARTS WAY MFG INC,6.9,-0.8793
10/14/2013,ARTS WAY MFG INC,6,-0.9201
10/15/2013,ARTS WAY MFG INC,5.9987,-1.1900
10/16/2013,ARTS WAY MFG INC,5.9999,-0.3184
10/17/2013,ARTS WAY MFG INC,5.71,-0.3987
10/18/2013,ARTS WAY MFG INC,5.6816,-0.3599
10/21/2013,ARTS WAY MFG INC,5.6,0.0290
10/22/2013,ARTS WAY MFG INC,5.64,0.2661
10/23/2013,ARTS WAY MFG INC,5.739,0.3390
10/24/2013,ARTS WAY MFG INC,5.9477,-0.0100
10/25/2013,ARTS WAY MFG INC,5.939,0.0620
10/28/2013,ARTS WAY MFG INC,5.63,-0.2077
10/29/2013,ARTS WAY MFG INC,5.801,-0.3890
10/30/2013,ARTS WAY MFG INC,5.74,-0.0820
10/31/2013,ARTS WAY MFG INC,5.55,-0.1410
11/01/2013,ARTS WAY MFG INC,5.548,0.2700
11/04/2013,ARTS WAY MFG INC,5.66,0.5099
11/05/2013,ARTS WAY MFG INC,6.01,0.4820
11/06/2013,ARTS WAY MFG INC,6.0599,0.5200
11/07/2013,ARTS WAY MFG INC,6.03,0.2000
11/08/2013,ARTS WAY MFG INC,6.18,0.1537
11/11/2013,ARTS WAY MFG INC,6.21,0.1600
11/12/2013,ARTS WAY MFG INC,6.2136,0.0290
11/13/2013,ARTS WAY MFG INC,6.19,0.0800
11/14/2013,ARTS WAY MFG INC,6.209,-0.0636
11/15/2013,ARTS WAY MFG INC,6.29,-0.0400
11/18/2013,ARTS WAY MFG INC,6.15,-0.0290
11/19/2013,ARTS WAY MFG INC,6.15,-0.2100
11/20/2013,ARTS WAY MFG INC,6.18,-0.0418
11/21/2013,ARTS WAY MFG INC,6.08,0.1200
11/22/2013,ARTS WAY MFG INC,6.1082,-0.0900
11/25/2013,ARTS WAY MFG INC,6.27,-0.0400
11/26/2013,ARTS WAY MFG INC,6.09,0.1408
11/27/2013,ARTS WAY MFG INC,6.04,-0.1200
11/29/2013,ARTS WAY MFG INC,6.249,0.0900
12/02/2013,ARTS WAY MFG INC,6.15,0.0415
12/03/2013,ARTS WAY MFG INC,6.18,-0.1258
12/04/2013,ARTS WAY MFG INC,6.0815,-0.1000
12/05/2013,ARTS WAY MFG INC,6.1232,-0.1900
12/06/2013,ARTS WAY MFG INC,6.05,-0.1815
12/09/2013,ARTS WAY MFG INC,5.99,-0.2132
12/10/2013,ARTS WAY MFG INC,5.9,-0.1500
12/11/2013,ARTS WAY MFG INC,5.91,-0.0899
12/12/2013,ARTS WAY MFG INC,5.9,0.1600
12/13/2013,ARTS WAY MFG INC,5.9001,0.0700
12/16/2013,ARTS WAY MFG INC,6.06,0.0924
12/17/2013,ARTS WAY MFG INC,5.98,-0.0001
12/18/2013,ARTS WAY MFG INC,5.9924,-0.1600
12/19/2013,ARTS WAY MFG INC,5.9,-0.0310
12/20/2013,ARTS WAY MFG INC,5.9,-0.0524
12/23/2013,ARTS WAY MFG INC,5.949,0.0900
12/24/2013,ARTS WAY MFG INC,5.94,0.0500
12/26/2013,ARTS WAY MFG INC,5.99,0.0410
12/27/2013,ARTS WAY MFG INC,5.95,0.1500
12/30/2013,ARTS WAY MFG INC,5.99,78.5200
12/31/2013,ARTS WAY MFG INC,6.09,77.1100
01/02/2013,ASHLAND GLOBAL HOLDINGS INC,84.51,78.7500
01/03/2013,ASHLAND GLOBAL HOLDINGS INC,83.06,77.9400
01/04/2013,ASHLAND GLOBAL HOLDINGS INC,84.74,-0.5600
01/07/2013,ASHLAND GLOBAL HOLDINGS INC,84.03,1.4400
01/08/2013,ASHLAND GLOBAL HOLDINGS INC,83.95,1.6300
01/09/2013,ASHLAND GLOBAL HOLDINGS INC,84.5,0.6400
01/10/2013,ASHLAND GLOBAL HOLDINGS INC,86.37,0.4100
01/11/2013,ASHLAND GLOBAL HOLDINGS INC,84.67,0.4500
01/14/2013,ASHLAND GLOBAL HOLDINGS INC,84.36,-2.0200
01/15/2013,ASHLAND GLOBAL HOLDINGS INC,84.95,0.5500
01/16/2013,ASHLAND GLOBAL HOLDINGS INC,84.35,0.6300
01/17/2013,ASHLAND GLOBAL HOLDINGS INC,85.22,0.2400
01/18/2013,ASHLAND GLOBAL HOLDINGS INC,84.99,1.7500
01/22/2013,ASHLAND GLOBAL HOLDINGS INC,85.19,0.5500
01/23/2013,ASHLAND GLOBAL HOLDINGS INC,86.1,1.3500
01/24/2013,ASHLAND GLOBAL HOLDINGS INC,85.77,0.3400
01/25/2013,ASHLAND GLOBAL HOLDINGS INC,86.34,-5.6700
01/28/2013,ASHLAND GLOBAL HOLDINGS INC,85.53,-7.0800
01/29/2013,ASHLAND GLOBAL HOLDINGS INC,80.43,-7.8300
01/30/2013,ASHLAND GLOBAL HOLDINGS INC,78.69,-6.5100
01/31/2013,ASHLAND GLOBAL HOLDINGS INC,78.51,-2.0600
02/01/2013,ASHLAND GLOBAL HOLDINGS INC,79.02,0.2200
02/04/2013,ASHLAND GLOBAL HOLDINGS INC,78.37,0.0100
02/05/2013,ASHLAND GLOBAL HOLDINGS INC,78.91,-1.3700
02/06/2013,ASHLAND GLOBAL HOLDINGS INC,78.52,-0.5100
02/07/2013,ASHLAND GLOBAL HOLDINGS INC,77.65,-1.4300
02/08/2013,ASHLAND GLOBAL HOLDINGS INC,77.86,-0.4300
02/11/2013,ASHLAND GLOBAL HOLDINGS INC,77.48,0.5500
02/12/2013,ASHLAND GLOBAL HOLDINGS INC,78.09,0.9500
02/13/2013,ASHLAND GLOBAL HOLDINGS INC,78.2,2.5800
02/14/2013,ASHLAND GLOBAL HOLDINGS INC,78.81,2.4900
02/15/2013,ASHLAND GLOBAL HOLDINGS INC,80.06,-0.6000
02/19/2013,ASHLAND GLOBAL HOLDINGS INC,80.58,-3.4000
02/20/2013,ASHLAND GLOBAL HOLDINGS INC,77.6,-3.0000
02/21/2013,ASHLAND GLOBAL HOLDINGS INC,75.41,-5.7800
02/22/2013,ASHLAND GLOBAL HOLDINGS INC,77.06,-2.0000
02/25/2013,ASHLAND GLOBAL HOLDINGS INC,74.8,2.9700
02/26/2013,ASHLAND GLOBAL HOLDINGS INC,75.6,0.9100
02/27/2013,ASHLAND GLOBAL HOLDINGS INC,78.38,2.7300
02/28/2013,ASHLAND GLOBAL HOLDINGS INC,77.97,2.3600
03/01/2013,ASHLAND GLOBAL HOLDINGS INC,77.53,-0.5200
03/04/2013,ASHLAND GLOBAL HOLDINGS INC,77.96,-0.5000
03/05/2013,ASHLAND GLOBAL HOLDINGS INC,77.86,0.2800
03/06/2013,ASHLAND GLOBAL HOLDINGS INC,77.47,1.4000
03/07/2013,ASHLAND GLOBAL HOLDINGS INC,77.81,3.5900
03/08/2013,ASHLAND GLOBAL HOLDINGS INC,79.36,3.6200
03/11/2013,ASHLAND GLOBAL HOLDINGS INC,81.45,3.0800
03/12/2013,ASHLAND GLOBAL HOLDINGS INC,81.09,1.4700
03/13/2013,ASHLAND GLOBAL HOLDINGS INC,80.89,-0.4300
03/14/2013,ASHLAND GLOBAL HOLDINGS INC,80.83,-1.0600
03/15/2013,ASHLAND GLOBAL HOLDINGS INC,81.02,-1.6100
03/18/2013,ASHLAND GLOBAL HOLDINGS INC,80.03,-0.8100
03/19/2013,ASHLAND GLOBAL HOLDINGS INC,79.28,-2.4500
03/20/2013,ASHLAND GLOBAL HOLDINGS INC,80.02,-3.6900
03/21/2013,ASHLAND GLOBAL HOLDINGS INC,78.57,-3.8700
03/22/2013,ASHLAND GLOBAL HOLDINGS INC,76.34,-5.1000
03/25/2013,ASHLAND GLOBAL HOLDINGS INC,75.41,-5.8100
03/26/2013,ASHLAND GLOBAL HOLDINGS INC,74.92,-2.0400
03/27/2013,ASHLAND GLOBAL HOLDINGS INC,72.76,-1.2300
03/28/2013,ASHLAND GLOBAL HOLDINGS INC,74.3,0.9800
04/01/2013,ASHLAND GLOBAL HOLDINGS INC,74.18,1.9800
04/02/2013,ASHLAND GLOBAL HOLDINGS INC,75.9,1.4500
04/03/2013,ASHLAND GLOBAL HOLDINGS INC,74.74,1.0500
04/04/2013,ASHLAND GLOBAL HOLDINGS INC,75.75,-0.8100
04/05/2013,ASHLAND GLOBAL HOLDINGS INC,75.23,1.5800
04/08/2013,ASHLAND GLOBAL HOLDINGS INC,75.09,1.3700
04/09/2013,ASHLAND GLOBAL HOLDINGS INC,76.32,3.6000
04/10/2013,ASHLAND GLOBAL HOLDINGS INC,77.12,11.5700
04/11/2013,ASHLAND GLOBAL HOLDINGS INC,78.83,8.1800
04/12/2013,ASHLAND GLOBAL HOLDINGS INC,86.66,8.2600
04/15/2013,ASHLAND GLOBAL HOLDINGS INC,84.5,6.4400
04/16/2013,ASHLAND GLOBAL HOLDINGS INC,85.38,-2.4100
04/17/2013,ASHLAND GLOBAL HOLDINGS INC,85.27,2.2100
04/18/2013,ASHLAND GLOBAL HOLDINGS INC,84.25,1.0900
04/19/2013,ASHLAND GLOBAL HOLDINGS INC,86.71,1.7300
04/22/2013,ASHLAND GLOBAL HOLDINGS INC,86.47,2.9100
04/23/2013,ASHLAND GLOBAL HOLDINGS INC,87,0.1700
04/24/2013,ASHLAND GLOBAL HOLDINGS INC,87.16,-0.5800
04/25/2013,ASHLAND GLOBAL HOLDINGS INC,86.88,-1.5200
04/26/2013,ASHLAND GLOBAL HOLDINGS INC,85.89,-1.9500
04/29/2013,ASHLAND GLOBAL HOLDINGS INC,85.48,-2.2600
04/30/2013,ASHLAND GLOBAL HOLDINGS INC,85.21,-0.1300
05/01/2013,ASHLAND GLOBAL HOLDINGS INC,84.62,2.3800
05/02/2013,ASHLAND GLOBAL HOLDINGS INC,85.76,2.7500
05/03/2013,ASHLAND GLOBAL HOLDINGS INC,87.86,3.3700
05/06/2013,ASHLAND GLOBAL HOLDINGS INC,87.96,3.6500
05/07/2013,ASHLAND GLOBAL HOLDINGS INC,87.99,0.6900
05/08/2013,ASHLAND GLOBAL HOLDINGS INC,89.41,0.3200
05/09/2013,ASHLAND GLOBAL HOLDINGS INC,88.55,-0.8100
05/10/2013,ASHLAND GLOBAL HOLDINGS INC,88.28,-1.1500
05/13/2013,ASHLAND GLOBAL HOLDINGS INC,87.18,1.4700
05/14/2013,ASHLAND GLOBAL HOLDINGS INC,88.26,0.3900
05/15/2013,ASHLAND GLOBAL HOLDINGS INC,90.02,1.9300
05/16/2013,ASHLAND GLOBAL HOLDINGS INC,88.67,0.6800
05/17/2013,ASHLAND GLOBAL HOLDINGS INC,89.11,-0.5000
05/20/2013,ASHLAND GLOBAL HOLDINGS INC,88.94,0.1500
05/21/2013,ASHLAND GLOBAL HOLDINGS INC,89.52,-0.0100
05/22/2013,ASHLAND GLOBAL HOLDINGS INC,88.82,-0.1700
05/23/2013,ASHLAND GLOBAL HOLDINGS INC,89.1,-0.2100
05/24/2013,ASHLAND GLOBAL HOLDINGS INC,88.77,-0.6100
05/28/2013,ASHLAND GLOBAL HOLDINGS INC,89.31,-0.8900
05/29/2013,ASHLAND GLOBAL HOLDINGS INC,88.21,0.1500
05/30/2013,ASHLAND GLOBAL HOLDINGS INC,88.21,-0.8400
05/31/2013,ASHLAND GLOBAL HOLDINGS INC,88.92,-0.5800
06/03/2013,ASHLAND GLOBAL HOLDINGS INC,88.47,-2.6300
06/04/2013,ASHLAND GLOBAL HOLDINGS INC,87.63,-3.2700
06/05/2013,ASHLAND GLOBAL HOLDINGS INC,85.58,-1.6500
06/06/2013,ASHLAND GLOBAL HOLDINGS INC,85.65,-1.2000
06/07/2013,ASHLAND GLOBAL HOLDINGS INC,86.82,0.4900
06/10/2013,ASHLAND GLOBAL HOLDINGS INC,86.43,-0.1800
06/11/2013,ASHLAND GLOBAL HOLDINGS INC,86.07,0.1500
06/12/2013,ASHLAND GLOBAL HOLDINGS INC,85.47,-0.2100
06/13/2013,ASHLAND GLOBAL HOLDINGS INC,86.97,0.0300
06/14/2013,ASHLAND GLOBAL HOLDINGS INC,86.22,1.2700
06/17/2013,ASHLAND GLOBAL HOLDINGS INC,86.1,-1.0500
06/18/2013,ASHLAND GLOBAL HOLDINGS INC,86.74,-1.8600
06/19/2013,ASHLAND GLOBAL HOLDINGS INC,85.92,-1.9100
06/20/2013,ASHLAND GLOBAL HOLDINGS INC,84.36,-4.8100
06/21/2013,ASHLAND GLOBAL HOLDINGS INC,84.19,-3.0800
06/24/2013,ASHLAND GLOBAL HOLDINGS INC,81.93,-0.5100
06/25/2013,ASHLAND GLOBAL HOLDINGS INC,82.84,0.6200
06/26/2013,ASHLAND GLOBAL HOLDINGS INC,83.85,1.5700
06/27/2013,ASHLAND GLOBAL HOLDINGS INC,84.81,1.6300
06/28/2013,ASHLAND GLOBAL HOLDINGS INC,83.5,-0.1300
07/01/2013,ASHLAND GLOBAL HOLDINGS INC,84.47,-1.4800
07/02/2013,ASHLAND GLOBAL HOLDINGS INC,83.72,1.2400
07/03/2013,ASHLAND GLOBAL HOLDINGS INC,83.33,0.3600
07/05/2013,ASHLAND GLOBAL HOLDINGS INC,84.74,1.6600
07/08/2013,ASHLAND GLOBAL HOLDINGS INC,84.83,2.0900
07/09/2013,ASHLAND GLOBAL HOLDINGS INC,85.38,1.2700
07/10/2013,ASHLAND GLOBAL HOLDINGS INC,85.42,1.2600
07/11/2013,ASHLAND GLOBAL HOLDINGS INC,86.01,0.6400
07/12/2013,ASHLAND GLOBAL HOLDINGS INC,86.09,-0.4600
07/15/2013,ASHLAND GLOBAL HOLDINGS INC,86.02,0.0600
07/16/2013,ASHLAND GLOBAL HOLDINGS INC,84.96,0.6200
07/17/2013,ASHLAND GLOBAL HOLDINGS INC,86.07,1.6500
07/18/2013,ASHLAND GLOBAL HOLDINGS INC,86.71,3.1200
07/19/2013,ASHLAND GLOBAL HOLDINGS INC,87.67,2.3200
07/22/2013,ASHLAND GLOBAL HOLDINGS INC,88.08,-0.2800
07/23/2013,ASHLAND GLOBAL HOLDINGS INC,88.39,0.7800
07/24/2013,ASHLAND GLOBAL HOLDINGS INC,86.43,-1.2900
07/25/2013,ASHLAND GLOBAL HOLDINGS INC,88.45,-2.3900
07/26/2013,ASHLAND GLOBAL HOLDINGS INC,86.79,0.1900
07/29/2013,ASHLAND GLOBAL HOLDINGS INC,86,-1.6100
07/30/2013,ASHLAND GLOBAL HOLDINGS INC,86.62,0.6100
07/31/2013,ASHLAND GLOBAL HOLDINGS INC,86.84,1.4400
08/01/2013,ASHLAND GLOBAL HOLDINGS INC,87.4,1.1300
08/02/2013,ASHLAND GLOBAL HOLDINGS INC,87.44,1.2600
08/05/2013,ASHLAND GLOBAL HOLDINGS INC,87.75,0.4100
08/06/2013,ASHLAND GLOBAL HOLDINGS INC,88.1,1.6000
08/07/2013,ASHLAND GLOBAL HOLDINGS INC,87.81,1.9800
08/08/2013,ASHLAND GLOBAL HOLDINGS INC,89.04,2.3100
08/09/2013,ASHLAND GLOBAL HOLDINGS INC,89.73,3.0600
08/12/2013,ASHLAND GLOBAL HOLDINGS INC,90.41,0.9900
08/13/2013,ASHLAND GLOBAL HOLDINGS INC,90.87,-1.7100
08/14/2013,ASHLAND GLOBAL HOLDINGS INC,90.03,-2.2400
08/15/2013,ASHLAND GLOBAL HOLDINGS INC,88.02,-4.9500
08/16/2013,ASHLAND GLOBAL HOLDINGS INC,88.17,-2.3200
08/19/2013,ASHLAND GLOBAL HOLDINGS INC,85.92,-0.5300
08/20/2013,ASHLAND GLOBAL HOLDINGS INC,87.71,-0.6000
08/21/2013,ASHLAND GLOBAL HOLDINGS INC,87.49,1.4900
08/22/2013,ASHLAND GLOBAL HOLDINGS INC,87.57,-0.3900
08/23/2013,ASHLAND GLOBAL HOLDINGS INC,87.41,-1.2600
08/26/2013,ASHLAND GLOBAL HOLDINGS INC,87.32,-0.9700
